word,frequency
enthusiast,1
We,1
busy,2
knowledge,1
favor,1
justice,2
writer,1
waiting,1
Free,1
should,2
$469Asos,1
“any,1
Video Happy,1
black,3
York,2
gay,1
periodThe,1
Video4,1
watching,1
$395 ,1
hope,1
Prime,2
do,3
1995 While,1
get,9
coloring!Kirsten is,1
between,1
  http//mmsbusinesswirecom/media/20160114005323/en/504442/5/amazon-asucEveryone,1
  Amazon,1
cheaper,1
QuestionsAmazon,1
next,1
While,2
2004 The,1
fastest,1
words,9
shared,1
Video19,1
illustrator,1
shopoholic,1
midterms,1
study,1
endless,1
prime,1
hall,1
$1790H&M,1
U!Enjoy!  I,1
countries,2
textbooks,3
Center  ,1
1990 Home,1
episodes,1
public,2
she,2
activity,1
ourselves!…because,1
Jackie’s,1
where,3
wanna’,1
housemates/neighbours/random,1
bars,1
Campus!Come,1
For,5
incarcerated,1
hat Forever,1
arrives,1
up,6
exposé,1
decided,1
college,2
are,11
Cheez-it,1
enrolled,1
jobs,1
White,1
best,2
points,1
fails,1
said,1
Wisconsin,1
That,1
lots,1
movie,1
away,3
currently,2
tend,1
$1790Amazon,1
discounts,1
pickup,1
$2200Amazon,1
probably,3
enjoys,2
reading,1
$9503,1
email,1
available,22
working!Do,1
we,13
1998 I’ll,1
amazon,2
I’ll,1
announcement,1
Video11,1
history,1
court,1
return A,1
Against,1
Video3,1
pre-med,1
same-day,1
coffee,1
2003 Bad,1
Each,1
campus to,1
cities,1
thank,1
both,3
last,5
Give,1
Humanity,1
many,3
taking,1
Hard,2
hours,1
according,2
previously,1
entertain,1
games,1
parentAmazon,1
award-winning,1
Undergraduate,1
Campus,3
comes,1
add/drop,1
Video13,1
Her,11
color,1
seems,1
Were,2
jeans,1
walk,2
dorm,2
tons,2
$1299 5,1
Love,1
blonde,1
it’s,2
buzzing,2
adults,1
considering,1
 http//wwwberkeleysidecom/wp-content/uploads/2016/01/IMG_0071-720x540jpg ,1
Play,16
Murderer,1
 Zoe,1
second,2
works,1
Students,1
it's,1
binge,1
creativity,2
three,1
been,3
Hillary,1
much,2
California,1
 She's,1
starsbecause,1
improve,1
hardly,1
“innocent,1
choose,1
website,1
life,5
University Do,1
spare,1
A,3
$220Forever,1
CheggcomChegg,1
return,1
Taco,1
@vgracieeDo,1
gorgeously,1
else,1
policy,3
pricey,1
kids,1
lives,2
proven,1
IMDB,1
Night,1
prices,2
worked,1
livesbeause,1
those,4
Upper,1
save,3
look,1
being,3
How,2
these,2
tip,1
Halloween,2
cash,1
Everest,1
will,9
ugly,1
while,2
editorial,1
fun,2
visitors,1
Video17,1
spotlight,1
periods,1
mandating,1
City,1
vest,1
Slow,1
ramp,1
is,40
Piper,1
it,10
couples,1
Here’s,1
in,29
ready,2
partner,1
You,5
Sleeping,2
everyday,1
worry,1
if,3
bags,1
intense,1
bottles,1
shirt,2
things,3
make,4
same,1
check,1
member,1
parts,1
unknownbecause,1
BlackRock,1
Christina’s,1
Carol,2
sat,1
bells,1
week,2
meets,1
used,2
knitting,1
wwwclippingsme/kaylalayaoen!,1
again,1
I,14
$1299-$1999Amazon,1
leave for,1
driver,1
prices Victoria,1
moving,1
to 20,1
characters,1
uni,1
effort Postmates,1
interested,1
ID,1
single,1
break,1
off,1
Game,1
will!Order,1
Is,3
£20Need,1
docked,1
Bad,1
double,1
thought,1
patterns,1
without,3
31,1
can't,1
In,2
alarms,1
the,78
spend,1
If,3
ambassador,1
United,2
stores,1
just,6
less,2
moments,1
money,2
half,1
 Get,1
Comin’,2
Cards,1
Wonderful,2
maternity,2
leaveAfter,1
useful,1
studying,2
headbandAmazon,1
unplugged,1
Happy,2
Be,1
cut,1
helping,1
dining,1
thinking,1
27th,1
ease,1
Friday,1
YouTube,1
tin,1
Victoria,1
simple,1
add,2
book,1
parents,2
location,2
Berkeley,1
highlighters,1
5,1
tell,1
has,6
real,1
around,1
Someday,1
Island,1
showing,1
Supreme,1
dark,2
1983 Mickey’s,1
know,4
birth,2
desk,1
world,3
part,1
BigwordscomThis,1
like,3
helpful,1
gift,1
$999Forever,1
specific code,1
either,1
night,1
Gossip,1
passionate,1
Stole,4
Mickey’s,1
1946It’s,1
because,2
Way,2
obsessions,1
people,4
colorHaven’t,1
spring,1
twitter,1
successfully,1
some,5
back,4
21-day,1
Seriously,1
Polar,2
choosing,1
Between,1
New,4
extended,1
mother,1
reasons,1
Life,2
recently,1
Seoul,1
for,41
affects,1
avoid,1
camp,1
stops,1
Kayla,1
does,2
passion,1
excluding,1
$1090 If,1
snuggle,1
eater,1
be,12
Instant,18
Look,1
business,1
quit,1
blouse,1
educating,1
zombie,1
step,3
Monday,1
hectic,1
putting,1
losing,1
flaws,1
imaginary,1
Play8,1
throw,1
shine,1
majoring,3
about,3
Taylor,1
hard,1
would,1
anything,4
getting,1
of,49
months,1
favorite,1
chance,1
shipping,3
out!,1
magazine,1
UK,1
doodle,1
eight,2
classics,1
semester  Hooray,1
or,15
UC,3
allowing,1
Use,1
Express,2
1994The,1
No,1
mailroom,1
into,2
within,1
Elf,1
socks,1
Fairfield,1
down,3
right,3
promise,2
primarily,1
sports,2
your,26
$1999Amazon,1
help Do,1
accused,1
deal,1
her,3
support,1
Pinterest,1
popularity,1
-,1
low,1
way,12
series,2
forward,3
Amazon!,1
was,2
Postmates,1
We recommend,1
direction ,1
buy,2
offering,2
offer,2
January,1
Actually,2
but,5
searching,1
leaveHopefully,1
flexible,1
hopes,3
pizzabecause,1
with,34
junior,1
buying,4
he,1
groovy,1
States’,1
rush,1
 ,108
campus,1
House,1
Twitter,1
Info http//asucstudentunionamazoncom/gp/campusie=UTF8&ref=cmps_splsh_alrdy_subd ,1
us,3
different,1
Grape1,1
US,3
They,1
trips,1
detailed,1
Get,1
Coloring,1
Morales,1
forearm,1
am,5
textbook,3
an,5
To,3
as,6
at,14
International,1
Electronics,1
education,1
minoring,1
paternity,3
Monica,1
it…because,1
compared,1
relaxing,1
no,6
amounts,1
matters—like,1
when,2
Video20,1
fire after,1
meows,1
other,4
compares,1
Student,3
papers,1
you,42
really,3
nice,1
picture,1
coat  ,1
workPaid,1
Netflix,12
students,4
Campus!In,1
cheat,1
time,6
drift,1
Video7,1
prepared,1
let's,1
class,3
Cheer,1
Play12,1
pin H&M,1
she's,1
previous,1
Making,1
non-electric,1
friends,2
longer,1
Ah,1
space,1
holes,1
websites,1
gardens,1
carrying,1
we're,1
Spanish,2
international,1
once,2
starting,1
scroll,1
Times,2
too!3,1
